Year	Item	Brand	WarrantyRevenue
2011	Washer	Plus	120
2011	Phone	Plus	42
2011	Phone	Generic	35
2011	Phone	Generic	35
2011	Phone	Generic	35
2011	Phone	Generic	35
2011	Laptop	Plus	120
2011	Tablet	Generic	25
2011	MP3 Player	Generic	20
2011	Phone	Plus	42
2011	Dryer	Generic	100
2010	Dryer	Generic	100
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	MP3 Player	Plus	24
2010	Laptop	Generic	100
2010	Speakers	Generic	50
2010	E-Reader	Plus	24
2010	Laptop	Generic	100
2010	TV	Generic	140
2010	TV	Plus	168
2010	Laptop	Generic	100
2010	Laptop	Generic	100
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	Laptop	Plus	120
2010	Tablet	Generic	25
2010	MP3 Player	Generic	20
2010	MP3 Player	Generic	20
2010	TV	Generic	140
2010	E-Reader	Plus	24
2010	TV	Generic	140
2010	TV	Plus	168
2010	TV	Plus	168
2010	Camera	Generic	70
2010	GPS	Plus	6
2010	GPS	Plus	6
2010	MP3 Player	Plus	24
2010	Dryer	Plus	120
2010	Phone	Plus	42
2010	Washer	Generic	100
2010	Refrigerator	Generic	200
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	Phone	Generic	35
2010	Tablet	Plus	30
2010	Washer	Generic	100
2010	Dryer	Plus	120
2010	Laptop	Plus	120
2010	TV	Plus	168
2010	E-Reader	Generic	20
2010	E-Reader	Generic	20
2010	Laptop	Generic	100
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Phone	Plus	42
2010	Guitar	Generic	60
2010	Laptop	Generic	100
2010	Speakers	Generic	50
2010	MP3 Player	Generic	20
2010	Phone	Generic	35
2010	MP3 Player	Generic	20
2010	Phone	Plus	42
2010	Laptop	Generic	100
2010	E-Reader	Plus	24
2010	Speakers	Plus	60
2010	Desktop CPU	Generic	80
2010	Dryer	Generic	100
2010	E-Reader	Generic	20
2010	Refrigerator	Plus	240
2010	Dryer	Generic	100
2010	Phone	Generic	35
2010	Dryer	Generic	100
2010	TV	Plus	168
2010	Laptop	Generic	100
2010	Laptop	Plus	120
2010	Camera	Plus	84
2010	Desktop CPU	Plus	96
2010	Phone	Plus	42
2010	MP3 Player	Plus	24
2010	MP3 Player	Plus	24
2010	MP3 Player	Generic	20
2010	Phone	Plus	42
2010	TV	Generic	140
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Refrigerator	Plus	240
2010	Phone	Generic	35
2010	Laptop	Plus	120
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Speakers	Plus	60
2010	Laptop	Plus	120
2010	Dryer	Plus	120
2010	TV	Plus	168
2010	Tablet	Generic	25
2010	TV	Generic	140
2010	Speakers	Generic	50
2010	Desktop CPU	Plus	96
2010	Refrigerator	Generic	200
2010	TV	Generic	140
2010	TV	Plus	168
2010	Washer	Plus	120
2010	Laptop	Plus	120
2010	Laptop	Plus	120
2010	Speakers	Plus	60
2010	Phone	Generic	35
2010	Tablet	Generic	25
2010	Washer	Plus	120
2010	Guitar	Generic	60
2010	Laptop	Generic	100
2010	Tablet	Generic	25
2010	Refrigerator	Generic	200
2010	E-Reader	Plus	24
2010	TV	Generic	140
2010	Laptop	Generic	100
2010	Dryer	Generic	100
2010	Washer	Generic	100
2010	MP3 Player	Plus	24
2010	Laptop	Generic	100
2010	TV	Generic	140
2010	Phone	Generic	35
2010	TV	Generic	140
2010	MP3 Player	Generic	20
2010	TV	Plus	168
2010	E-Reader	Plus	24
2010	TV	Generic	140
2010	GPS	Plus	6
2010	Laptop	Generic	100
2010	Speakers	Plus	60
2010	Laptop	Generic	100
2010	Guitar	Generic	60
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Dryer	Plus	120
2010	E-Reader	Plus	24
2010	E-Reader	Plus	24
2010	TV	Generic	140
2010	E-Reader	Plus	24
2010	Laptop	Plus	120
2010	Dryer	Generic	100
2010	Laptop	Plus	120
2010	Desktop CPU	Plus	96
2010	MP3 Player	Plus	24
2010	Laptop	Generic	100
2010	E-Reader	Plus	24
2010	Tablet	Generic	25
2010	TV	Plus	168
2010	TV	Generic	140
2010	Tablet	Plus	30
2010	E-Reader	Plus	24
2010	MP3 Player	Generic	20
2010	Phone	Generic	35
2010	TV	Generic	140
2010	Washer	Plus	120
2010	TV	Generic	140
2010	Camera	Generic	70
2010	Laptop	Plus	120
2010	E-Reader	Generic	20
2010	TV	Plus	168
2010	Laptop	Plus	120
2010	Phone	Plus	42
2010	Dryer	Plus	120
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Tablet	Plus	30
2010	Dryer	Plus	120
2010	Laptop	Plus	120
2010	Desktop CPU	Plus	96
2010	Phone	Generic	35
2010	TV	Generic	140
2010	TV	Generic	140
2010	Laptop	Plus	120
2010	MP3 Player	Generic	20
2010	Phone	Plus	42
2010	TV	Plus	168
2010	E-Reader	Generic	20
2010	MP3 Player	Plus	24
2010	TV	Plus	168
2010	Washer	Generic	100
2010	MP3 Player	Plus	24
2010	Refrigerator	Generic	200
2010	Camera	Plus	84
2010	E-Reader	Generic	20
2010	Laptop	Plus	120
2010	E-Reader	Plus	24
2010	MP3 Player	Plus	24
2010	Desktop CPU	Generic	80
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Laptop	Generic	100
2010	Laptop	Generic	100
2010	Tablet	Plus	30
2010	Dryer	Plus	120
2010	E-Reader	Generic	20
2010	TV	Generic	140
2010	Phone	Plus	42
2010	Dryer	Plus	120
2010	Laptop	Generic	100
2010	Desktop CPU	Plus	96
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Phone	Plus	42
2010	MP3 Player	Generic	20
2010	Refrigerator	Generic	200
2010	Phone	Generic	35
2010	Tablet	Generic	25
2010	Phone	Generic	35
2010	Laptop	Generic	100
2010	Laptop	Generic	100
2010	Washer	Generic	100
2010	TV	Plus	168
2010	MP3 Player	Plus	24
2010	TV	Plus	168
2010	MP3 Player	Generic	20
2010	E-Reader	Plus	24
2010	Tablet	Generic	25
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Tablet	Plus	30
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Laptop	Plus	120
2010	E-Reader	Plus	24
2010	Laptop	Generic	100
2010	Laptop	Generic	100
2010	E-Reader	Generic	20
2010	Phone	Plus	42
2010	Laptop	Generic	100
2010	Laptop	Generic	100
2010	Phone	Plus	42
2010	TV	Plus	168
2010	Laptop	Generic	100
2010	MP3 Player	Generic	20
2010	Laptop	Plus	120
2010	Phone	Generic	35
2010	Speakers	Generic	50
2010	Laptop	Plus	120
2010	E-Reader	Plus	24
2010	Laptop	Generic	100
2010	Refrigerator	Plus	240
2010	Laptop	Generic	100
2010	TV	Generic	140
2010	TV	Plus	168
2010	Tablet	Plus	30
2010	Washer	Generic	100
2010	Washer	Plus	120
2010	Phone	Generic	35
2010	Laptop	Plus	120
2010	Tablet	Generic	25
2010	Phone	Plus	42
2010	TV	Plus	168
2010	Washer	Plus	120
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Camera	Generic	70
2010	Refrigerator	Plus	240
2010	Laptop	Generic	100
2010	Tablet	Plus	30
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	Speakers	Plus	60
2010	Laptop	Generic	100
2010	MP3 Player	Generic	20
2010	Laptop	Plus	120
2010	TV	Plus	168
2010	MP3 Player	Plus	24
2010	Phone	Generic	35
2010	Laptop	Generic	100
2010	MP3 Player	Generic	20
2010	MP3 Player	Generic	20
2010	Laptop	Generic	100
2010	MP3 Player	Generic	20
2010	Phone	Generic	35
2010	MP3 Player	Plus	24
2010	TV	Plus	168
2010	Tablet	Plus	30
2010	TV	Generic	140
2010	MP3 Player	Plus	24
2010	Camera	Generic	70
2010	Washer	Plus	120
2010	Laptop	Generic	100
2010	Guitar	Plus	72
2010	TV	Generic	140
2010	Desktop CPU	Generic	80
2010	Dryer	Generic	100
2010	Dryer	Plus	120
2010	Guitar	Plus	72
2010	TV	Plus	168
2010	TV	Generic	140
2010	Phone	Plus	42
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	MP3 Player	Generic	20
2010	Dryer	Generic	100
2010	E-Reader	Plus	24
2010	Phone	Plus	42
2010	Phone	Plus	42
2010	Refrigerator	Generic	200
2010	MP3 Player	Plus	24
2010	Camera	Plus	84
2010	Refrigerator	Generic	200
2010	Speakers	Plus	60
2010	Phone	Generic	35
2010	Tablet	Generic	25
2010	TV	Generic	140
2010	Dryer	Generic	100
2010	Speakers	Plus	60
2010	TV	Generic	140
2010	Laptop	Plus	120
2010	Tablet	Generic	25
2010	MP3 Player	Plus	24
2010	Phone	Generic	35
2010	Refrigerator	Plus	240
2010	Phone	Generic	35
2010	Laptop	Generic	100
2010	Tablet	Generic	25
2010	TV	Generic	140
2010	MP3 Player	Generic	20
2010	MP3 Player	Plus	24
2010	E-Reader	Generic	20
2010	TV	Generic	140
2010	Laptop	Generic	100
2010	Refrigerator	Generic	200
2010	TV	Plus	168
2010	Phone	Generic	35
2010	Phone	Generic	35
2010	Washer	Generic	100
2010	E-Reader	Plus	24
2010	Desktop CPU	Plus	96
2010	Laptop	Plus	120
2010	MP3 Player	Generic	20
2010	TV	Plus	168
2010	Phone	Plus	42
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	Laptop	Plus	120
2010	Washer	Plus	120
2010	Washer	Generic	100
2010	Phone	Plus	42
2010	Laptop	Generic	100
2010	TV	Generic	140
2010	Laptop	Plus	120
2010	Phone	Plus	42
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	TV	Plus	168
2010	TV	Generic	140
2010	Phone	Plus	42
2010	MP3 Player	Generic	20
2010	Phone	Generic	35
2010	TV	Plus	168
2010	E-Reader	Plus	24
2010	GPS	Plus	6
2010	Laptop	Plus	120
2010	Washer	Generic	100
2010	Laptop	Generic	100
2010	E-Reader	Generic	20
2010	Laptop	Generic	100
2010	Dryer	Plus	120
2010	Refrigerator	Plus	240
2010	GPS	Plus	6
2010	Washer	Plus	120
2010	Laptop	Generic	100
2010	Desktop CPU	Plus	96
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	Laptop	Plus	120
2010	MP3 Player	Plus	24
2010	TV	Plus	168
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	TV	Plus	168
2010	GPS	Generic	5
2010	Tablet	Generic	25
2010	MP3 Player	Plus	24
2010	Guitar	Plus	72
2010	TV	Generic	140
2010	Desktop CPU	Generic	80
2010	TV	Generic	140
2010	TV	Generic	140
2010	Refrigerator	Plus	240
2010	Tablet	Plus	30
2010	Tablet	Plus	30
2010	Guitar	Plus	72
2010	Phone	Plus	42
2010	Refrigerator	Generic	200
2010	Phone	Plus	42
2010	Speakers	Plus	60
2010	Laptop	Plus	120
2010	Dryer	Plus	120
2010	Laptop	Generic	100
2010	E-Reader	Plus	24
2010	Phone	Plus	42
2010	Tablet	Plus	30
2010	TV	Generic	140
2010	MP3 Player	Generic	20
2010	Dryer	Plus	120
2010	MP3 Player	Plus	24
2010	Washer	Plus	120
2010	E-Reader	Generic	20
2010	Phone	Plus	42
2010	Desktop CPU	Plus	96
2010	Desktop CPU	Generic	80
2010	Laptop	Generic	100
2010	Washer	Plus	120
2010	Phone	Plus	42
2010	Laptop	Plus	120
2010	Laptop	Plus	120
2010	Speakers	Generic	50
2010	Phone	Generic	35
2010	Tablet	Generic	25
2010	Laptop	Plus	120
2010	Desktop CPU	Plus	96
2010	Laptop	Plus	120
2010	E-Reader	Generic	20
2010	Dryer	Generic	100
2010	Washer	Plus	120
2010	MP3 Player	Generic	20
2010	TV	Plus	168
2010	Dryer	Generic	100
2010	Camera	Plus	84
2010	TV	Generic	140
2010	Phone	Plus	42
2010	Phone	Generic	35
2010	Speakers	Plus	60
2010	MP3 Player	Plus	24
2010	Speakers	Generic	50
2010	TV	Generic	140
2010	Phone	Generic	35
2010	E-Reader	Generic	20
2010	E-Reader	Generic	20
2010	TV	Generic	140
2010	TV	Plus	168
2010	Laptop	Generic	100
2010	Phone	Generic	35
2010	MP3 Player	Generic	20
2010	Washer	Generic	100
2010	Desktop CPU	Plus	96
2010	Laptop	Generic	100
2010	Refrigerator	Plus	240
2010	Speakers	Generic	50
2010	TV	Generic	140
2010	MP3 Player	Generic	20
2010	MP3 Player	Generic	20
2010	Speakers	Plus	60
2010	GPS	Plus	6
2010	E-Reader	Plus	24
2010	Tablet	Plus	30
2010	Laptop	Plus	120
2010	TV	Plus	168
2010	TV	Plus	168
2010	Washer	Generic	100
2010	TV	Plus	168
2010	Washer	Generic	100
2010	TV	Plus	168
2010	Phone	Generic	35
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	TV	Plus	168
2010	Phone	Plus	42
2010	Phone	Generic	35
2010	E-Reader	Generic	20
2010	Guitar	Generic	60
2010	GPS	Plus	6
2010	TV	Generic	140
2010	Washer	Generic	100
2010	Laptop	Generic	100
2010	Washer	Generic	100
2010	Washer	Generic	100
2010	Refrigerator	Plus	240
2010	E-Reader	Plus	24
2010	TV	Generic	140
2010	Tablet	Plus	30
2010	TV	Plus	168
2010	Desktop CPU	Plus	96
2010	Laptop	Plus	120
2010	Laptop	Generic	100
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Tablet	Generic	25
2010	TV	Plus	168
2010	Dryer	Generic	100
2010	MP3 Player	Plus	24
2010	Washer	Plus	120
2010	Tablet	Plus	30
2010	MP3 Player	Generic	20
2010	Desktop CPU	Plus	96
2010	Dryer	Generic	100
2010	Phone	Generic	35
2010	TV	Plus	168
2010	Speakers	Generic	50
2010	Phone	Plus	42
2010	MP3 Player	Generic	20
2010	Laptop	Generic	100
2010	MP3 Player	Generic	20
2010	Dryer	Generic	100
2010	Laptop	Plus	120
2010	MP3 Player	Generic	20
2010	TV	Generic	140
2010	Laptop	Generic	100
2010	Washer	Generic	100
2010	MP3 Player	Plus	24
2010	TV	Generic	140
2010	E-Reader	Plus	24
2010	Refrigerator	Generic	200
2010	Laptop	Plus	120
2010	Dryer	Generic	100
2010	Laptop	Plus	120
2010	TV	Generic	140
2010	Washer	Plus	120
2010	Laptop	Plus	120
2010	Phone	Plus	42
2010	Desktop CPU	Plus	96
2010	Dryer	Plus	120
2010	Dryer	Generic	100
2010	TV	Plus	168
2010	GPS	Plus	6
2010	Phone	Plus	42
2010	Phone	Plus	42
2010	TV	Plus	168
2010	E-Reader	Plus	24
2010	Speakers	Plus	60
2010	Desktop CPU	Plus	96
2010	Laptop	Plus	120
2010	Guitar	Generic	60
2010	Laptop	Generic	100
2010	Phone	Generic	35
2010	Phone	Plus	42
2010	Tablet	Plus	30
2010	Guitar	Generic	60
2010	TV	Plus	168
2010	Camera	Generic	70
2010	Phone	Plus	42
2010	Phone	Plus	42
2010	Camera	Plus	84
2010	TV	Plus	168
2010	TV	Generic	140
2010	Desktop CPU	Plus	96
2010	E-Reader	Generic	20
2010	E-Reader	Plus	24
2010	Tablet	Generic	25
2010	Phone	Plus	42
2010	Dryer	Generic	100
2010	Washer	Generic	100
2010	Phone	Generic	35
2010	TV	Plus	168
2010	Laptop	Plus	120
2010	E-Reader	Plus	24
2010	Refrigerator	Plus	240
2010	TV	Generic	140
2010	TV	Plus	168
2010	TV	Plus	168
2010	Speakers	Plus	60
2010	GPS	Plus	6
2010	TV	Generic	140
2010	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	MP3 Player	Generic	20
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Plus	96
2009	Laptop	Plus	120
2009	TV	Generic	140
2009	Washer	Plus	120
2009	Desktop CPU	Plus	96
2009	E-Reader	Plus	24
2009	Desktop CPU	Plus	96
2009	Laptop	Plus	120
2009	Phone	Plus	42
2009	Phone	Plus	42
2009	GPS	Generic	5
2009	Refrigerator	Plus	240
2009	Tablet	Generic	25
2009	Desktop CPU	Generic	80
2009	Camera	Plus	84
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	MP3 Player	Generic	20
2009	Dryer	Generic	100
2009	Phone	Generic	35
2009	E-Reader	Plus	24
2009	Tablet	Generic	25
2009	Phone	Plus	42
2009	Guitar	Generic	60
2009	Phone	Generic	35
2009	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	GPS	Generic	5
2009	MP3 Player	Generic	20
2009	Speakers	Plus	60
2009	Phone	Plus	42
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	Guitar	Generic	60
2009	Desktop CPU	Generic	80
2009	Guitar	Plus	72
2009	Washer	Plus	120
2009	Desktop CPU	Plus	96
2009	Tablet	Generic	25
2009	GPS	Plus	6
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Dryer	Generic	100
2009	GPS	Generic	5
2009	GPS	Plus	6
2009	Refrigerator	Plus	240
2009	MP3 Player	Generic	20
2009	Desktop CPU	Generic	80
2009	Laptop	Plus	120
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	MP3 Player	Plus	24
2009	GPS	Generic	5
2009	Washer	Plus	120
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Phone	Generic	35
2009	Speakers	Generic	50
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Generic	80
2009	Speakers	Generic	50
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Plus	96
2009	E-Reader	Generic	20
2009	GPS	Generic	5
2009	Laptop	Generic	100
2009	Speakers	Plus	60
2009	Phone	Generic	35
2009	Refrigerator	Generic	200
2009	Phone	Plus	42
2009	E-Reader	Generic	20
2009	Camera	Plus	84
2009	GPS	Plus	6
2009	GPS	Generic	5
2009	Dryer	Plus	120
2009	Refrigerator	Plus	240
2009	Speakers	Generic	50
2009	TV	Generic	140
2009	MP3 Player	Generic	20
2009	Speakers	Generic	50
2009	GPS	Generic	5
2009	Dryer	Plus	120
2009	Speakers	Generic	50
2009	Desktop CPU	Plus	96
2009	Laptop	Generic	100
2009	Phone	Generic	35
2009	Phone	Plus	42
2009	Tablet	Generic	25
2009	Desktop CPU	Plus	96
2009	Washer	Plus	120
2009	Tablet	Generic	25
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	GPS	Generic	5
2009	Laptop	Generic	100
2009	GPS	Generic	5
2009	Desktop CPU	Plus	96
2009	Refrigerator	Generic	200
2009	Desktop CPU	Plus	96
2009	MP3 Player	Generic	20
2009	Laptop	Generic	100
2009	GPS	Generic	5
2009	Laptop	Generic	100
2009	Refrigerator	Generic	200
2009	Desktop CPU	Plus	96
2009	Tablet	Generic	25
2009	Desktop CPU	Plus	96
2009	Tablet	Plus	30
2009	Desktop CPU	Generic	80
2009	Phone	Generic	35
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	E-Reader	Plus	24
2009	MP3 Player	Plus	24
2009	Desktop CPU	Plus	96
2009	Phone	Plus	42
2009	Phone	Plus	42
2009	E-Reader	Generic	20
2009	Desktop CPU	Generic	80
2009	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	Guitar	Plus	72
2009	Laptop	Generic	100
2009	MP3 Player	Plus	24
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Plus	96
2009	MP3 Player	Plus	24
2009	Refrigerator	Plus	240
2009	Refrigerator	Generic	200
2009	Desktop CPU	Plus	96
2009	GPS	Generic	5
2009	MP3 Player	Plus	24
2009	Dryer	Generic	100
2009	MP3 Player	Generic	20
2009	Speakers	Plus	60
2009	Speakers	Plus	60
2009	Tablet	Generic	25
2009	Speakers	Plus	60
2009	Desktop CPU	Generic	80
2009	E-Reader	Plus	24
2009	Phone	Plus	42
2009	GPS	Generic	5
2009	E-Reader	Generic	20
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	MP3 Player	Generic	20
2009	Laptop	Plus	120
2009	Desktop CPU	Plus	96
2009	Guitar	Generic	60
2009	E-Reader	Generic	20
2009	Laptop	Plus	120
2009	Desktop CPU	Plus	96
2009	GPS	Generic	5
2009	Tablet	Plus	30
2009	TV	Generic	140
2009	Washer	Generic	100
2009	MP3 Player	Plus	24
2009	Guitar	Plus	72
2009	E-Reader	Plus	24
2009	Guitar	Generic	60
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	Desktop CPU	Generic	80
2009	MP3 Player	Generic	20
2009	Washer	Generic	100
2009	Laptop	Generic	100
2009	GPS	Plus	6
2009	Phone	Plus	42
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	Phone	Plus	42
2009	Refrigerator	Generic	200
2009	Phone	Generic	35
2009	Refrigerator	Plus	240
2009	Phone	Plus	42
2009	Refrigerator	Generic	200
2009	Guitar	Generic	60
2009	Dryer	Plus	120
2009	MP3 Player	Generic	20
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	Phone	Generic	35
2009	E-Reader	Generic	20
2009	Refrigerator	Plus	240
2009	MP3 Player	Plus	24
2009	Laptop	Generic	100
2009	Phone	Generic	35
2009	Phone	Plus	42
2009	MP3 Player	Generic	20
2009	GPS	Plus	6
2009	Guitar	Plus	72
2009	Phone	Plus	42
2009	MP3 Player	Plus	24
2009	Desktop CPU	Plus	96
2009	MP3 Player	Generic	20
2009	MP3 Player	Generic	20
2009	Laptop	Plus	120
2009	Phone	Generic	35
2009	Dryer	Plus	120
2009	Guitar	Plus	72
2009	MP3 Player	Plus	24
2009	Desktop CPU	Generic	80
2009	Guitar	Generic	60
2009	MP3 Player	Generic	20
2009	TV	Plus	168
2009	Desktop CPU	Plus	96
2009	Camera	Plus	84
2009	Speakers	Plus	60
2009	Desktop CPU	Plus	96
2009	GPS	Plus	6
2009	MP3 Player	Plus	24
2009	E-Reader	Plus	24
2009	E-Reader	Plus	24
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	Phone	Generic	35
2009	Desktop CPU	Generic	80
2009	Washer	Plus	120
2009	E-Reader	Generic	20
2009	Guitar	Generic	60
2009	Phone	Generic	35
2009	E-Reader	Plus	24
2009	TV	Generic	140
2009	Tablet	Generic	25
2009	Tablet	Plus	30
2009	Desktop CPU	Generic	80
2009	Dryer	Generic	100
2009	Desktop CPU	Generic	80
2009	Phone	Plus	42
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Plus	96
2009	GPS	Plus	6
2009	Phone	Plus	42
2009	Laptop	Plus	120
2009	Washer	Plus	120
2009	TV	Plus	168
2009	Guitar	Plus	72
2009	Laptop	Generic	100
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	Guitar	Plus	72
2009	Tablet	Generic	25
2009	Laptop	Generic	100
2009	Washer	Generic	100
2009	GPS	Generic	5
2009	Tablet	Generic	25
2009	Desktop CPU	Generic	80
2009	Phone	Generic	35
2009	Washer	Generic	100
2009	Washer	Plus	120
2009	Desktop CPU	Plus	96
2009	Laptop	Generic	100
2009	Phone	Plus	42
2009	TV	Plus	168
2009	Tablet	Plus	30
2009	TV	Generic	140
2009	Tablet	Plus	30
2009	Laptop	Plus	120
2009	Laptop	Generic	100
2009	MP3 Player	Generic	20
2009	Camera	Generic	70
2009	TV	Plus	168
2009	Laptop	Generic	100
2009	MP3 Player	Generic	20
2009	Laptop	Generic	100
2009	Camera	Plus	84
2009	Tablet	Generic	25
2009	Laptop	Plus	120
2009	E-Reader	Generic	20
2009	Phone	Plus	42
2009	Desktop CPU	Plus	96
2009	Laptop	Generic	100
2009	TV	Plus	168
2009	Dryer	Generic	100
2009	TV	Plus	168
2009	Phone	Plus	42
2009	Phone	Plus	42
2009	GPS	Generic	5
2009	Guitar	Plus	72
2009	Desktop CPU	Generic	80
2009	Camera	Generic	70
2009	Tablet	Plus	30
2009	Dryer	Generic	100
2009	Desktop CPU	Generic	80
2009	Laptop	Plus	120
2009	MP3 Player	Plus	24
2009	Dryer	Generic	100
2009	TV	Generic	140
2009	Dryer	Plus	120
2009	Speakers	Plus	60
2009	Dryer	Generic	100
2009	Phone	Generic	35
2009	Dryer	Generic	100
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Phone	Plus	42
2009	Washer	Plus	120
2009	Desktop CPU	Plus	96
2009	Phone	Plus	42
2009	GPS	Generic	5
2009	TV	Generic	140
2009	Refrigerator	Generic	200
2009	Desktop CPU	Generic	80
2009	MP3 Player	Plus	24
2009	Desktop CPU	Plus	96
2009	Phone	Plus	42
2009	Desktop CPU	Generic	80
2009	Laptop	Generic	100
2009	Desktop CPU	Generic	80
2009	Tablet	Generic	25
2009	E-Reader	Plus	24
2009	MP3 Player	Generic	20
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Generic	80
2009	Laptop	Generic	100
2009	Desktop CPU	Generic	80
2009	Laptop	Generic	100
2009	GPS	Generic	5
2009	E-Reader	Generic	20
2009	E-Reader	Generic	20
2009	Phone	Generic	35
2009	Tablet	Generic	25
2009	Phone	Generic	35
2009	GPS	Generic	5
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	Desktop CPU	Plus	96
2009	Laptop	Generic	100
2009	Washer	Generic	100
2009	Desktop CPU	Generic	80
2009	MP3 Player	Plus	24
2009	Desktop CPU	Plus	96
2009	Washer	Generic	100
2009	Guitar	Plus	72
2009	Phone	Plus	42
2009	E-Reader	Generic	20
2009	Desktop CPU	Generic	80
2009	Washer	Generic	100
2009	Refrigerator	Generic	200
2009	Refrigerator	Plus	240
2009	Desktop CPU	Plus	96
2009	Laptop	Generic	100
2009	Speakers	Generic	50
2009	Washer	Plus	120
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	Dryer	Plus	120
2009	MP3 Player	Plus	24
2009	E-Reader	Plus	24
2009	E-Reader	Plus	24
2009	Washer	Plus	120
2009	Tablet	Generic	25
2009	Guitar	Generic	60
2009	Phone	Plus	42
2009	Phone	Generic	35
2009	Camera	Plus	84
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	Laptop	Plus	120
2009	Desktop CPU	Plus	96
2009	Speakers	Plus	60
2009	Phone	Generic	35
2009	Desktop CPU	Generic	80
2009	Phone	Plus	42
2009	TV	Generic	140
2009	Tablet	Generic	25
2009	E-Reader	Generic	20
2009	Guitar	Plus	72
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	Tablet	Plus	30
2009	E-Reader	Plus	24
2009	Desktop CPU	Generic	80
2009	Tablet	Generic	25
2009	Speakers	Plus	60
2009	Laptop	Plus	120
2009	Camera	Plus	84
2009	Phone	Plus	42
2009	Desktop CPU	Plus	96
2009	Refrigerator	Plus	240
2009	Dryer	Generic	100
2009	Phone	Plus	42
2009	Tablet	Generic	25
2009	TV	Plus	168
2009	Desktop CPU	Plus	96
2009	Tablet	Generic	25
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Generic	80
2009	E-Reader	Generic	20
2009	MP3 Player	Plus	24
2009	Dryer	Plus	120
2009	Desktop CPU	Plus	96
2009	TV	Plus	168
2009	TV	Plus	168
2009	Speakers	Generic	50
2009	Camera	Generic	70
2009	MP3 Player	Plus	24
2009	MP3 Player	Generic	20
2009	Desktop CPU	Plus	96
2009	E-Reader	Generic	20
2009	E-Reader	Generic	20
2009	Washer	Generic	100
2009	Desktop CPU	Generic	80
2009	Tablet	Plus	30
2009	Refrigerator	Plus	240
2009	Phone	Plus	42
2009	Laptop	Plus	120
2009	Laptop	Generic	100
2009	Phone	Generic	35
2009	Phone	Plus	42
2009	Laptop	Plus	120
2009	MP3 Player	Generic	20
2009	MP3 Player	Plus	24
2009	Guitar	Plus	72
2009	Laptop	Plus	120
